,Unnamed: 0,Player,Pos,Age,G,GS,MP,OBPM,DBPM,ORtg,DRtg,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
543,543,Luguentz Dort,Guard,22.0,51.0,51.0,32.6,-1.5,-0.7,104.0,115.0,1782.621,1944.122,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
544,544,Ayo Dosunmu,Guard,22.0,77.0,40.0,27.4,-1.9,-0.1,113.0,115.0,925.258,1009.084,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
545,545,Goran Dragic,Guard,35.0,21.0,8.0,23.7,-2.8,-0.5,102.0,114.0,19348.907,21101.87,"(33, 36]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
546,546,Andre Drummond,Center,28.0,73.0,36.0,19.7,-0.1,1.4,114.0,102.0,2401.537,2619.11,"(27, 30]","(65.0, 82.0]","(20.0, 40.0]","(10.0, 20.0]"
547,547,Chris Duarte,Guard,24.0,55.0,39.0,28.0,-1.2,-1.1,104.0,117.0,3749.4,4089.086,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
548,548,David Duke,Guard,22.0,22.0,7.0,15.5,-3.0,-0.9,104.0,113.0,462.629,504.542,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
549,549,Kevin Durant,Forward,33.0,55.0,55.0,37.2,6.4,0.7,121.0,112.0,42018.9,45825.71,"(30, 33]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
550,550,Anthony Edwards,Guard,20.0,72.0,72.0,34.3,1.6,-0.4,108.0,112.0,10245.48,11173.695,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
551,551,Kessler Edwards,Forward,21.0,48.0,23.0,20.6,-3.1,-0.8,100.0,113.0,463.211,505.176,"(18, 21]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
552,552,CJ Elleby,Forward,21.0,58.0,28.0,20.2,-3.8,-1.5,102.0,117.0,1517.981,1655.506,"(18, 21]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
553,553,Wayne Ellington,Guard,34.0,43.0,9.0,18.8,-0.7,-0.6,113.0,116.0,2641.691,2881.021,"(33, 36]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
554,554,Joel Embiid,Center,27.0,68.0,68.0,33.8,7.2,2.0,119.0,105.0,31579.39,34440.406,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
555,555,Drew Eubanks,Center,24.0,71.0,31.0,17.5,-0.5,-0.9,120.0,113.0,2239.82,2442.742,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(10.0, 20.0]"
556,556,Derrick Favors,Center,30.0,39.0,18.0,16.7,-2.3,0.3,118.0,112.0,9720.9,10601.59,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
557,557,Bruno Fernando,Center,23.0,30.0,0.0,5.1,-0.4,0.2,116.0,110.0,1782.621,1944.122,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
558,558,Dorian Finney-Smith,Forward,28.0,80.0,80.0,33.1,0.1,0.7,119.0,110.0,4000.0,4362.39,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
559,559,Malachi Flynn,Guard,23.0,44.0,5.0,12.2,-1.8,0.4,113.0,112.0,2048.04,2233.587,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
560,560,Bryn Forbes,Guard,28.0,75.0,2.0,17.1,-0.7,-2.2,109.0,117.0,4500.0,4907.689,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
561,561,Trent Forrest,Guard,23.0,60.0,6.0,12.8,-2.3,1.2,111.0,112.0,463.211,505.176,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
562,562,Evan Fournier,Guard,29.0,80.0,80.0,29.5,-0.4,-0.3,109.0,113.0,17142.857,18695.958,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
563,563,De'Aaron Fox,Guard,24.0,59.0,59.0,35.3,0.6,-1.2,107.0,117.0,28103.5,30649.609,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
564,564,Wenyen Gabriel,Forward,24.0,26.0,5.0,13.8,-3.7,-2.1,113.0,113.0,522.015,569.306,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
565,565,Daniel Gafford,Center,23.0,72.0,53.0,20.1,1.1,0.5,134.0,111.0,1782.621,1944.122,"(21, 24]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
566,566,Danilo Gallinari,Forward,33.0,66.0,18.0,25.3,1.0,-1.2,120.0,117.0,20475.0,22329.985,"(30, 33]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
567,567,Darius Garland,Guard,22.0,68.0,68.0,35.7,3.4,-0.8,112.0,112.0,7040.88,7678.766,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
568,568,Usman Garuba,Forward,19.0,24.0,2.0,10.0,-1.8,0.9,119.0,111.0,2353.32,2566.525,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
569,569,Luka Garza,Center,23.0,32.0,5.0,12.2,-0.5,-2.0,114.0,116.0,925.258,1009.084,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
570,570,Rudy Gay,Forward,35.0,55.0,1.0,18.9,-0.7,-0.3,110.0,110.0,5890.0,6423.619,"(33, 36]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
571,571,Paul George,Forward,31.0,31.0,31.0,34.7,1.8,1.9,100.0,106.0,39344.97,42909.529,"(30, 33]","(19.999, 35.0]","(20.0, 40.0]","(30.0, 40.0]"
572,572,Taj Gibson,Center,36.0,52.0,4.0,18.2,-3.0,1.0,127.0,110.0,4910.0,5354.834,"(33, 36]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
573,573,Josh Giddey,Forward,19.0,54.0,54.0,31.5,-1.2,0.3,97.0,112.0,5988.0,6530.498,"(18, 21]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
574,574,Shai Gilgeous-Alexander,Guard,23.0,56.0,56.0,34.7,2.9,0.5,111.0,113.0,5495.532,5993.413,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
575,575,Anthony Gill,Forward,29.0,44.0,0.0,10.5,-0.6,-1.3,132.0,117.0,1517.981,1655.506,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
576,576,Rudy Gobert,Center,29.0,66.0,66.0,32.1,2.9,1.7,137.0,103.0,35344.828,38546.983,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
577,577,Brandon Goodwin,Guard,26.0,36.0,5.0,13.9,-2.6,1.1,104.0,110.0,343.988,375.152,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
578,578,Aaron Gordon,Forward,26.0,75.0,75.0,31.7,0.5,-1.1,115.0,114.0,16409.091,17895.714,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
579,579,Eric Gordon,Guard,33.0,57.0,46.0,29.3,-0.1,-2.2,111.0,121.0,18218.818,19869.398,"(30, 33]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
580,580,Devonte Graham,Guard,26.0,76.0,63.0,28.4,0.2,-1.2,109.0,116.0,11000.0,11996.573,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
581,581,Jerami Grant,Forward,27.0,47.0,47.0,31.9,1.4,-0.2,109.0,114.0,20002.5,21814.678,"(24, 27]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
582,582,Danny Green,Forward,34.0,62.0,28.0,21.8,-1.4,0.8,106.0,111.0,10000.0,10905.975,"(33, 36]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
583,583,Draymond Green,Forward,31.0,46.0,44.0,28.9,-1.4,4.6,109.0,103.0,24026.712,26203.473,"(30, 33]","(35.0, 50.0]","(40.0, 60.0]","(20.0, 30.0]"
584,584,Jalen Green,Guard,19.0,67.0,67.0,31.9,-0.5,-2.4,105.0,120.0,8992.08,9806.74,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
585,585,JaMychal Green,Forward,31.0,67.0,8.0,16.2,-2.0,0.1,114.0,109.0,8200.0,8942.9,"(30, 33]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
586,586,Javonte Green,Forward,28.0,65.0,45.0,23.4,-0.6,0.7,131.0,112.0,1669.178,1820.401,"(27, 30]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
587,587,Jeff Green,Forward,35.0,75.0,63.0,24.7,-1.2,-1.3,119.0,115.0,4500.0,4907.689,"(33, 36]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
588,588,Josh Green,Guard,21.0,67.0,3.0,15.5,-2.4,1.4,114.0,109.0,2957.52,3225.464,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
589,589,Blake Griffin,Center,32.0,56.0,24.0,17.1,-0.6,0.1,115.0,113.0,32405.817,35341.704,"(30, 33]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
590,590,Quentin Grimes,Guard,21.0,46.0,6.0,17.1,-1.2,0.9,111.0,111.0,2168.64,2365.113,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
591,591,Rui Hachimura,Forward,23.0,42.0,13.0,22.5,0.2,-1.7,111.0,116.0,4916.16,5361.552,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
592,592,Tyrese Haliburton,Guard,21.0,77.0,77.0,35.0,2.7,-0.1,119.0,115.0,4023.6,4388.128,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
593,593,RJ Hampton,Guard,20.0,64.0,14.0,21.9,-4.0,-0.1,94.0,114.0,2303.04,2511.689,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
594,594,Tim Hardaway Jr,Guard,29.0,42.0,20.0,29.6,-0.4,0.2,107.0,111.0,21306.816,23237.161,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
595,595,James Harden,Guard,32.0,65.0,65.0,37.2,3.7,0.3,115.0,111.0,44310.84,48325.294,"(30, 33]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
596,596,Montrezl Harrell,Center,28.0,71.0,3.0,23.1,3.7,0.1,134.0,114.0,9720.9,10601.59,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
597,597,Gary Harris,Guard,27.0,61.0,30.0,28.4,-2.0,-0.4,110.0,116.0,20932.143,22828.544,"(24, 27]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
598,598,Tobias Harris,Forward,29.0,73.0,73.0,34.8,0.6,-0.6,113.0,112.0,35995.95,39257.095,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
599,599,Josh Hart,Guard,26.0,54.0,53.0,33.2,0.5,0.5,117.0,113.0,12000.0,13087.17,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
600,600,Isaiah Hartenstein,Center,23.0,68.0,0.0,17.9,1.4,3.1,127.0,106.0,1729.217,1885.879,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
601,601,Sam Hauser,Forward,24.0,26.0,0.0,6.1,2.7,-0.3,133.0,110.0,619.498,675.623,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
602,602,Jaxson Hayes,Center,21.0,70.0,28.0,20.0,0.6,-0.3,132.0,113.0,5348.28,5832.821,"(18, 21]","(65.0, 82.0]","(20.0, 40.0]","(10.0, 20.0]"
603,603,Killian Hayes,Guard,20.0,66.0,40.0,25.0,-4.3,0.8,97.0,113.0,5572.68,6077.551,"(18, 21]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
604,604,Gordon Hayward,Forward,31.0,49.0,48.0,31.9,0.1,-0.8,113.0,116.0,29925.0,32636.132,"(30, 33]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
605,605,Willy Hernangomez,Center,27.0,50.0,8.0,16.8,1.8,-1.5,122.0,111.0,2327.22,2538.06,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
606,606,Tyler Herro,Guard,22.0,66.0,10.0,32.6,1.6,-0.9,107.0,111.0,4004.28,4367.058,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(30.0, 40.0]"
607,607,Buddy Hield,Guard,29.0,81.0,32.0,30.9,0.5,-1.7,105.0,117.0,23073.234,25163.613,"(27, 30]","(65.0, 82.0]","(20.0, 40.0]","(30.0, 40.0]"
608,608,George Hill,Guard,35.0,54.0,17.0,23.2,-2.2,0.6,117.0,114.0,5275.491,5753.437,"(33, 36]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
609,609,Aaron Holiday,Guard,25.0,63.0,15.0,16.2,-1.9,0.3,108.0,113.0,3980.551,4341.179,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
610,610,Jrue Holiday,Guard,31.0,67.0,64.0,32.9,2.9,0.3,117.0,112.0,31171.333,33995.38,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
611,611,Justin Holiday,Forward,32.0,74.0,65.0,27.8,-1.4,-0.8,107.0,118.0,6006.42,6550.587,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
612,612,Richaun Holmes,Center,28.0,45.0,37.0,23.9,-0.4,-0.1,127.0,114.0,10384.5,11325.31,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
613,613,Rodney Hood,Forward,29.0,52.0,0.0,13.6,-3.0,-0.3,108.0,115.0,2239.544,2442.441,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
614,614,Al Horford,Center,35.0,69.0,69.0,29.1,1.4,2.9,124.0,104.0,27000.0,29446.134,"(33, 36]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
615,615,Talen Horton-Tucker,Guard,21.0,60.0,19.0,25.2,-3.2,-0.2,102.0,114.0,9500.0,10360.677,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
616,616,Danuel House,Forward,28.0,42.0,7.0,17.3,-1.3,0.2,108.0,113.0,4997.424,5450.176,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
617,617,Dwight Howard,Center,36.0,60.0,27.0,16.2,-0.2,0.0,128.0,109.0,2641.691,2881.021,"(33, 36]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
618,618,Markus Howard,Guard,22.0,31.0,0.0,5.7,0.8,-2.0,108.0,113.0,462.629,504.542,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
619,619,Kevin Huerter,Forward,23.0,74.0,60.0,29.6,-0.5,-0.7,112.0,117.0,4253.357,4638.7,"(21, 24]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
620,620,Elijah Hughes,Forward,23.0,36.0,4.0,12.1,-5.2,-1.7,87.0,116.0,1517.981,1655.506,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
621,621,De'Andre Hunter,Forward,24.0,53.0,52.0,29.8,-2.4,-1.5,106.0,117.0,7775.4,8479.832,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
622,622,Bones Hyland,Guard,21.0,69.0,4.0,19.0,0.3,-0.7,109.0,112.0,2096.88,2286.852,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
623,623,Serge Ibaka,Center,32.0,54.0,12.0,16.2,-1.3,-0.2,112.0,110.0,9720.9,10601.59,"(30, 33]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
624,624,Andre Iguodala,Forward,38.0,31.0,0.0,19.5,-0.9,3.7,114.0,106.0,2641.691,2881.021,"(36, 39]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
625,625,Joe Ingles,Forward,34.0,45.0,15.0,24.9,-0.7,0.5,117.0,114.0,13036.364,14217.427,"(33, 36]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
626,626,Brandon Ingram,Forward,24.0,55.0,55.0,34.0,2.6,-0.6,111.0,115.0,29467.8,32137.511,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
627,627,Kyrie Irving,Guard,29.0,29.0,29.0,37.6,4.2,-1.2,117.0,114.0,35328.7,38529.394,"(27, 30]","(19.999, 35.0]","(20.0, 40.0]","(30.0, 40.0]"
628,628,Frank Jackson,Guard,23.0,53.0,7.0,22.0,-1.8,-1.7,106.0,118.0,3000.0,3271.792,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
629,629,Isaiah Jackson,Forward,20.0,36.0,15.0,15.0,-1.6,0.1,113.0,109.0,2451.24,2673.316,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
630,630,Jaren Jackson Jr,Forward,22.0,78.0,78.0,27.3,-0.9,0.8,109.0,106.0,9180.56,10012.296,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
631,631,Josh Jackson,Forward,24.0,51.0,3.0,16.3,-4.1,-0.4,95.0,114.0,5005.35,5458.822,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
632,632,Reggie Jackson,Guard,31.0,75.0,75.0,31.2,-1.4,-1.6,99.0,113.0,10384.5,11325.31,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
633,633,LeBron James,Forward,37.0,56.0,56.0,37.2,6.9,0.8,117.0,111.0,41180.544,44911.401,"(36, 39]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
634,634,Ty Jerome,Guard,24.0,48.0,4.0,16.7,-2.2,-0.2,103.0,115.0,2412.84,2631.437,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
635,635,Isaiah Joe,Guard,22.0,55.0,1.0,11.1,-3.1,-1.5,103.0,115.0,1517.981,1655.506,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
636,636,Alize Johnson,Forward,25.0,23.0,0.0,7.3,-3.6,-1.8,103.0,113.0,1003.74,1094.675,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
637,637,Cameron Johnson,Forward,25.0,66.0,16.0,26.2,2.0,0.7,123.0,109.0,4437.0,4838.981,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
638,638,Jalen Johnson,Forward,20.0,22.0,0.0,5.5,-3.9,-1.1,98.0,114.0,2659.68,2900.64,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
639,639,James Johnson,Forward,34.0,62.0,10.0,19.2,-2.7,0.6,109.0,113.0,2641.691,2881.021,"(33, 36]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
640,640,Keldon Johnson,Forward,22.0,75.0,74.0,31.9,0.7,-1.2,114.0,114.0,2145.72,2340.117,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
641,641,Keon Johnson,Guard,19.0,37.0,12.0,18.8,-4.0,-2.0,94.0,116.0,2553.24,2784.557,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
642,642,Stanley Johnson,Forward,25.0,48.0,27.0,22.8,-2.8,0.1,114.0,114.0,1368.998,1493.025,"(24, 27]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
643,643,Nikola Jokic,Center,26.0,74.0,74.0,33.5,9.2,4.5,126.0,105.0,31044.906,33857.499,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
644,644,Damian Jones,Center,26.0,56.0,15.0,18.2,-0.2,0.5,128.0,113.0,1977.011,2156.123,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
645,645,Derrick Jones,Forward,24.0,51.0,8.0,17.6,-1.5,0.5,124.0,113.0,9720.9,10601.59,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
646,646,Kai Jones,Center,21.0,21.0,0.0,3.0,-5.2,-1.4,98.0,116.0,2770.56,3021.566,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
647,647,Tre Jones,Guard,22.0,69.0,11.0,16.6,-0.9,0.4,120.0,114.0,1517.981,1655.506,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
648,648,Tyus Jones,Guard,25.0,73.0,23.0,21.2,1.2,0.5,125.0,112.0,8376.286,9135.157,"(24, 27]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
649,649,DeAndre Jordan,Center,33.0,48.0,20.0,13.0,-1.5,0.1,120.0,107.0,11109.327,12115.804,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
650,650,Cory Joseph,Guard,30.0,65.0,39.0,24.6,-2.0,-0.1,115.0,116.0,7310.0,7972.268,"(27, 30]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
651,651,Luke Kennard,Guard,25.0,70.0,13.0,27.4,0.8,-0.3,119.0,113.0,13347.727,14556.998,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
652,652,Corey Kispert,Forward,22.0,77.0,36.0,23.4,-0.8,-1.5,114.0,118.0,3383.64,3690.189,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
653,653,Maxi Kleber,Forward,30.0,59.0,21.0,24.6,-1.6,1.2,109.0,107.0,8750.0,9542.728,"(27, 30]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
654,654,Nathan Knight,Forward,24.0,37.0,2.0,7.2,-0.7,0.1,122.0,111.0,462.629,504.542,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
655,655,Kevin Knox,Forward,22.0,30.0,0.0,7.4,-1.9,-2.2,106.0,115.0,5845.978,6375.609,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
656,656,John Konchar,Guard,25.0,72.0,7.0,17.9,0.2,1.3,133.0,109.0,2200.0,2399.314,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
657,657,Furkan Korkmaz,Guard,24.0,67.0,19.0,21.1,-2.0,-1.1,104.0,114.0,4629.63,5049.063,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
658,658,Vit Krejci,Guard,21.0,30.0,8.0,23.0,-4.3,-1.0,105.0,115.0,925.258,1009.084,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
659,659,Jonathan Kuminga,Forward,19.0,70.0,12.0,16.9,-1.3,-0.2,112.0,108.0,5466.36,5961.598,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
660,660,Kyle Kuzma,Forward,26.0,66.0,66.0,33.4,0.2,-0.4,103.0,113.0,13000.0,14177.768,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
661,661,Jeremy Lamb,Forward,29.0,56.0,0.0,16.7,-0.4,-0.5,109.0,116.0,10500.0,11451.274,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
662,662,Jock Landale,Center,26.0,54.0,1.0,10.9,0.7,-1.1,119.0,114.0,925.258,1009.084,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
663,663,Romeo Langford,Guard,22.0,48.0,5.0,16.1,-2.3,1.0,108.0,109.0,3804.36,4149.025,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
664,664,Zach LaVine,Guard,26.0,67.0,67.0,34.7,3.9,-1.5,115.0,116.0,19500.0,21266.652,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
665,665,Jake Layman,Forward,27.0,34.0,1.0,6.8,-3.3,-0.6,99.0,113.0,3940.184,4297.155,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
666,666,Damion Lee,Guard,29.0,63.0,5.0,19.9,-2.4,0.4,111.0,109.0,1910.86,2083.979,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
667,667,Saben Lee,Guard,22.0,37.0,0.0,16.3,-1.9,1.5,107.0,112.0,1489.065,1623.97,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
668,668,Alex Len,Center,28.0,39.0,10.0,15.9,-3.2,0.3,109.0,114.0,3732.0,4070.11,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
669,669,Caris LeVert,Guard,27.0,58.0,49.0,30.7,0.0,-1.2,108.0,116.0,17500.0,19085.457,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
670,670,Kira Lewis,Guard,20.0,24.0,0.0,14.2,-2.8,-1.2,96.0,116.0,3822.24,4168.525,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
671,671,Damian Lillard,Guard,31.0,29.0,29.0,36.4,4.0,-2.7,112.0,120.0,39344.9,42909.452,"(30, 33]","(19.999, 35.0]","(20.0, 40.0]","(30.0, 40.0]"
672,672,Nassir Little,Forward,21.0,42.0,23.0,25.9,-0.9,-0.6,115.0,116.0,2316.24,2526.085,"(18, 21]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
673,673,Kevon Looney,Center,25.0,82.0,80.0,21.1,-0.9,1.7,128.0,105.0,5178.572,5647.738,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
674,674,Robin Lopez,Center,33.0,36.0,9.0,17.0,-2.4,-1.4,110.0,116.0,5000.0,5452.987,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
675,675,Kevin Love,Center,33.0,74.0,4.0,22.5,4.4,0.1,117.0,108.0,31258.256,34090.178,"(30, 33]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
676,676,Kyle Lowry,Guard,35.0,63.0,63.0,33.9,1.1,0.8,118.0,110.0,26984.128,29428.824,"(33, 36]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
677,677,Timothe Luwawu,Forward,26.0,52.0,18.0,13.2,-2.3,-1.0,113.0,117.0,1939.35,2115.05,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
678,678,Trey Lyles,Forward,26.0,75.0,23.0,20.5,0.5,-0.8,116.0,114.0,2500.0,2726.493,"(24, 27]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
